Nation,Date,Cumulative deaths per million
Scotland,2020-03-25,8.424908425
Scotland,2020-03-24,6.593406593
Scotland,2020-03-23,5.311355311
Scotland,2020-03-22,4.578754579
Scotland,2020-03-21,3.663003663
Scotland,2020-03-20,2.564102564
Scotland,2020-03-19,1.648351648
Scotland,2020-03-18,1.098901099
Scotland,2020-03-17,1.098901099
Scotland,2020-03-16,0.732600733
Scotland,2020-03-15,0.549450549
Scotland,2020-03-14,0.549450549
Scotland,2020-03-13,0.183150183
Scotland,2020-03-12,0.183150183
Scotland,2020-03-11,0
Scotland,2020-03-10,0
Scotland,2020-03-09,0
Scotland,2020-03-08,0
Scotland,2020-03-07,0
Scotland,2020-03-06,0
Scotland,2020-03-05,0
Scotland,2020-03-04,0
Scotland,2020-03-03,0
Scotland,2020-03-02,0
Scotland,2020-03-01,0
Scotland,2020-02-29,0
Scotland,2020-02-28,0
Wales,2021-02-09,1597.460317
Wales,2021-02-08,1597.460317
Wales,2021-02-07,1597.460317
Wales,2021-02-06,1593.333333
Wales,2021-02-05,1587.936508
Wales,2021-02-04,1581.587302
Wales,2021-02-03,1575.238095
Wales,2021-02-02,1567.301587
Wales,2021-02-01,1556.825397
Wales,2021-01-31,1547.619048
Wales,2021-01-30,1540.952381
Wales,2021-01-29,1533.968254
Wales,2021-01-28,1520.634921
Wales,2021-01-27,1511.428571
Wales,2021-01-26,1504.761905
Wales,2021-01-25,1493.015873
Wales,2021-01-24,1484.444444
Wales,2021-01-23,1473.650794
Wales,2021-01-22,1463.809524
Wales,2021-01-21,1451.428571
Wales,2021-01-20,1440.634921
Wales,2021-01-19,1428.571429
Wales,2021-01-18,1420.634921
Wales,2021-01-17,1406.984127
Wales,2021-01-16,1398.730159
Wales,2021-01-15,1386.031746
Wales,2021-01-14,1373.015873
Wales,2021-01-13,1356.190476
Wales,2021-01-12,1342.539683
Wales,2021-01-11,1327.301587
Wales,2021-01-10,1310.15873
Wales,2021-01-09,1297.142857
Wales,2021-01-08,1286.666667
Wales,2021-01-07,1272.380952
Wales,2021-01-06,1259.68254
Wales,2021-01-05,1244.444444
Wales,2021-01-04,1232.063492
Wales,2021-01-03,1220.31746
Wales,2021-01-02,1203.809524
Wales,2021-01-01,1193.333333
Wales,2020-12-31,1175.238095
Wales,2020-12-30,1159.365079
Wales,2020-12-29,1143.492063
Wales,2020-12-28,1130.47619
Wales,2020-12-27,1114.920635
Wales,2020-12-26,1105.714286
Wales,2020-12-25,1092.380952
Wales,2020-12-24,1082.222222
Wales,2020-12-23,1067.936508
Wales,2020-12-22,1057.142857
Wales,2020-12-21,1046.031746
Wales,2020-12-20,1034.285714
Wales,2020-12-19,1023.174603
Wales,2020-12-18,1012.380952
Wales,2020-12-17,997.4603175
Wales,2020-12-16,982.2222222
Wales,2020-12-15,971.4285714
Wales,2020-12-14,961.2698413
Wales,2020-12-13,951.7460317
Wales,2020-12-12,944.7619048
Wales,2020-12-11,934.2857143
Wales,2020-12-10,926.031746
Wales,2020-12-09,915.8730159
Wales,2020-12-08,907.9365079
Wales,2020-12-07,899.6825397
Wales,2020-12-06,893.3333333
Wales,2020-12-05,885.3968254
Wales,2020-12-04,879.047619
Wales,2020-12-03,870.7936508
Wales,2020-12-02,862.2222222
Wales,2020-12-01,855.2380952
Wales,2020-11-30,849.2063492
Wales,2020-11-29,843.8095238
Wales,2020-11-28,835.8730159
Wales,2020-11-27,825.7142857
Wales,2020-11-26,817.4603175
Wales,2020-11-25,807.9365079
Wales,2020-11-24,802.5396825
Wales,2020-11-23,796.8253968
Wales,2020-11-22,788.8888889
Wales,2020-11-21,780.3174603
Wales,2020-11-20,772.0634921
Wales,2020-11-19,765.3968254
Wales,2020-11-18,757.1428571
Wales,2020-11-17,751.4285714
Wales,2020-11-16,742.2222222
Wales,2020-11-15,734.9206349
Wales,2020-11-14,726.984127
Wales,2020-11-13,720.952381
Wales,2020-11-12,711.4285714
Wales,2020-11-11,702.5396825
Wales,2020-11-10,693.3333333
Wales,2020-11-09,684.4444444
Wales,2020-11-08,675.2380952
Wales,2020-11-07,666.031746
Wales,2020-11-06,661.2698413
Wales,2020-11-05,653.015873
Wales,2020-11-04,643.1746032
Wales,2020-11-03,636.1904762
Wales,2020-11-02,628.8888889
Wales,2020-11-01,623.4920635
Wales,2020-10-31,614.6031746
Wales,2020-10-30,610.7936508
Wales,2020-10-29,606.3492063
Wales,2020-10-28,599.6825397
Wales,2020-10-27,596.1904762
Wales,2020-10-26,588.8888889
Wales,2020-10-25,584.1269841
Wales,2020-10-24,579.047619
Wales,2020-10-23,574.2857143
Wales,2020-10-22,570.7936508
Wales,2020-10-21,561.9047619
Wales,2020-10-20,557.7777778
Wales,2020-10-19,556.5079365
Wales,2020-10-18,552.3809524
Wales,2020-10-17,548.8888889
Wales,2020-10-16,547.6190476
Wales,2020-10-15,545.7142857
Wales,2020-10-14,543.4920635
Wales,2020-10-13,541.2698413
Wales,2020-10-12,538.7301587
Wales,2020-10-11,537.4603175
Wales,2020-10-10,536.1904762
Wales,2020-10-09,535.2380952
Wales,2020-10-08,533.3333333
Wales,2020-10-07,531.4285714
Wales,2020-10-06,527.9365079
Wales,2020-10-05,526.6666667
Wales,2020-10-04,523.4920635
Wales,2020-10-03,522.5396825
Wales,2020-10-02,520
Wales,2020-10-01,519.3650794
Wales,2020-09-30,517.7777778
Wales,2020-09-29,516.5079365
Wales,2020-09-28,515.2380952
Wales,2020-09-27,514.2857143
Wales,2020-09-26,513.3333333
Wales,2020-09-25,512.6984127
Wales,2020-09-24,512.3809524
Wales,2020-09-23,512.3809524
Wales,2020-09-22,511.4285714
Wales,2020-09-21,510.4761905
Wales,2020-09-20,510.1587302
Wales,2020-09-19,509.8412698
Wales,2020-09-18,509.8412698
Wales,2020-09-17,509.8412698
Wales,2020-09-16,509.2063492
Wales,2020-09-15,508.5714286
Wales,2020-09-14,507.9365079
Wales,2020-09-13,507.9365079
Wales,2020-09-12,507.6190476
Wales,2020-09-11,507.6190476
Wales,2020-09-10,507.3015873
Wales,2020-09-09,507.3015873
Wales,2020-09-08,507.3015873
Wales,2020-09-07,507.3015873
Wales,2020-09-06,507.3015873
Wales,2020-09-05,507.3015873
Wales,2020-09-04,507.3015873
Wales,2020-09-03,507.3015873
Wales,2020-09-02,506.984127
Wales,2020-09-01,506.984127
Wales,2020-08-31,506.984127
Wales,2020-08-30,506.3492063
Wales,2020-08-29,506.3492063
Wales,2020-08-28,506.3492063
Wales,2020-08-27,506.3492063
Wales,2020-08-26,506.3492063
Wales,2020-08-25,506.3492063
Wales,2020-08-24,506.3492063
Wales,2020-08-23,506.031746
Wales,2020-08-22,506.031746
Wales,2020-08-21,505.7142857
Wales,2020-08-20,505.7142857
Wales,2020-08-19,505.7142857
Wales,2020-08-18,505.7142857
Wales,2020-08-17,505.0793651
Wales,2020-08-16,505.0793651
Wales,2020-08-15,505.0793651
Wales,2020-08-14,505.0793651
Wales,2020-08-13,504.7619048
Wales,2020-08-12,504.4444444
Wales,2020-08-11,504.1269841
Wales,2020-08-10,504.1269841
Wales,2020-08-09,503.4920635
Wales,2020-08-08,503.4920635
Wales,2020-08-07,502.8571429
Wales,2020-08-06,501.2698413
Wales,2020-08-05,501.2698413
Wales,2020-08-04,500.3174603
Wales,2020-08-03,499.047619
Wales,2020-08-02,498.7301587
Wales,2020-08-01,498.0952381
Wales,2020-07-31,497.4603175
Wales,2020-07-30,496.1904762
Wales,2020-07-29,495.5555556
Wales,2020-07-28,494.2857143
Wales,2020-07-27,493.6507937
Wales,2020-07-26,493.3333333
Wales,2020-07-25,492.6984127
Wales,2020-07-24,492.0634921
Wales,2020-07-23,491.7460317
Wales,2020-07-22,491.7460317
Wales,2020-07-21,491.4285714
Wales,2020-07-20,491.1111111
Wales,2020-07-19,491.1111111
Wales,2020-07-18,491.1111111
Wales,2020-07-17,491.1111111
Wales,2020-07-16,491.1111111
Wales,2020-07-15,490.7936508
Wales,2020-07-14,490.7936508
Wales,2020-07-13,490.4761905
Wales,2020-07-12,489.8412698
Wales,2020-07-11,489.8412698
Wales,2020-07-10,489.5238095
Wales,2020-07-09,489.5238095
Wales,2020-07-08,489.2063492
Wales,2020-07-07,488.8888889
Wales,2020-07-06,488.5714286
Wales,2020-07-05,487.9365079
Wales,2020-07-04,487.3015873
Wales,2020-07-03,486.6666667
Wales,2020-07-02,486.6666667
Wales,2020-07-01,485.7142857
Wales,2020-06-30,484.4444444
Wales,2020-06-29,483.1746032
Wales,2020-06-28,482.2222222
Wales,2020-06-27,481.5873016
Wales,2020-06-26,479.6825397
Wales,2020-06-25,479.047619
Wales,2020-06-24,476.1904762
Wales,2020-06-23,474.2857143
Wales,2020-06-22,473.968254
Wales,2020-06-21,473.3333333
Wales,2020-06-20,471.7460317
Wales,2020-06-19,470.7936508
Wales,2020-06-18,469.5238095
Wales,2020-06-17,469.5238095
Wales,2020-06-16,469.2063492
Wales,2020-06-15,466.6666667
Wales,2020-06-14,464.7619048
Wales,2020-06-13,462.5396825
Wales,2020-06-12,460.6349206
Wales,2020-06-11,459.3650794
Wales,2020-06-10,457.7777778
Wales,2020-06-09,455.5555556
Wales,2020-06-08,454.2857143
Wales,2020-06-07,452.0634921
Wales,2020-06-06,449.5238095
Wales,2020-06-05,446.6666667
Wales,2020-06-04,445.3968254
Wales,2020-06-03,441.5873016
Wales,2020-06-02,439.3650794
Wales,2020-06-01,437.7777778
Wales,2020-05-31,434.9206349
Wales,2020-05-30,432.6984127
Wales,2020-05-29,429.5238095
Wales,2020-05-28,426.031746
Wales,2020-05-27,420.952381
Wales,2020-05-26,419.047619
Wales,2020-05-25,415.8730159
Wales,2020-05-24,412.6984127
Wales,2020-05-23,408.8888889
Wales,2020-05-22,406.6666667
Wales,2020-05-21,403.4920635
Wales,2020-05-20,400.6349206
Wales,2020-05-19,398.4126984
Wales,2020-05-18,394.9206349
Wales,2020-05-17,391.7460317
Wales,2020-05-16,388.2539683
Wales,2020-05-15,384.1269841
Wales,2020-05-14,379.047619
Wales,2020-05-13,375.2380952
Wales,2020-05-12,370.1587302
Wales,2020-05-11,366.6666667
Wales,2020-05-10,361.9047619
Wales,2020-05-09,358.7301587
Wales,2020-05-08,356.5079365
Wales,2020-05-07,352.3809524
Wales,2020-05-06,346.3492063
Wales,2020-05-05,339.047619
Wales,2020-05-04,333.6507937
Wales,2020-05-03,326.3492063
Wales,2020-05-02,321.9047619
Wales,2020-05-01,317.4603175
Wales,2020-04-30,308.2539683
Wales,2020-04-29,303.1746032
Wales,2020-04-28,294.9206349
Wales,2020-04-27,290.1587302
Wales,2020-04-26,285.0793651
Wales,2020-04-25,280
Wales,2020-04-24,270.7936508
Wales,2020-04-23,260.952381
Wales,2020-04-22,255.2380952
Wales,2020-04-21,247.9365079
Wales,2020-04-20,238.4126984
Wales,2020-04-19,230.4761905
Wales,2020-04-18,222.2222222
Wales,2020-04-17,212.0634921
Wales,2020-04-16,202.8571429
Wales,2020-04-15,191.7460317
Wales,2020-04-14,179.6825397
Wales,2020-04-13,171.4285714
Wales,2020-04-12,157.7777778
Wales,2020-04-11,146.031746
Wales,2020-04-10,136.1904762
Wales,2020-04-09,128.2539683
Wales,2020-04-08,114.6031746
Wales,2020-04-07,101.2698413
Wales,2020-04-06,91.11111111
Wales,2020-04-05,84.76190476
Wales,2020-04-04,75.23809524
Wales,2020-04-03,65.3968254
Wales,2020-04-02,56.19047619
Wales,2020-04-01,47.3015873
Wales,2020-03-31,40.63492063
Wales,2020-03-30,35.87301587
Wales,2020-03-29,30.79365079
Wales,2020-03-28,25.07936508
Wales,2020-03-27,20.31746032
Wales,2020-03-26,17.14285714
Wales,2020-03-25,13.65079365
Wales,2020-03-24,10.47619048
Wales,2020-03-23,7.619047619
Wales,2020-03-22,6.349206349
Wales,2020-03-21,4.761904762
Wales,2020-03-20,2.53968254
Wales,2020-03-19,1.904761905
Wales,2020-03-18,0.952380952
Wales,2020-03-17,0.952380952
Wales,2020-03-16,0.952380952
