date,value
1850,-4.26
1851,-2.10
1852,1.37
1853,15.66
1854,7.91
1855,1.97
1856,0.53
1857,-2.32
1858,-10.16
1859,0.98
1860,7.84
1861,1.18
1862,-0.62
1863,-3.99
1864,-1.15
1865,1.74
1866,6.35
1867,5.30
1868,-2.99
1869,-6.57
1870,0.42
1871,2.80
1872,4.22
1873,0.78
1874,-4.54
1875,-1.49
1876,0.21
1877,-0.07
1878,-3.03
1879,-4.47
1880,2.01
1881,-1.24
1882,0.15
1883,0.00
1884,-3.44
1885,-3.47
1886,-0.90
1887,-2.01
1888,-0.21
1889,0.82
1890,0.41
1891,0.81
1892,0.40
1893,-1.91
1894,-2.66
1895,-1.37
1896,-0.21
1897,2.03
1898,1.78
1899,-1.03
1900,4.06
1901,-0.30
1902,0.00
1903,1.10
1904,-0.40
1905,0.40
1906,-0.10
1907,1.59
1908,1.27
1909,0.19
1910,2.12
1911,0.28
1912,2.82
1913,0.64
1914,2.55
1915,12.50
1916,18.10
1917,25.20
1918,22.00
1919,10.10
1920,15.40
1921,-8.60
1922,-14.00
1923,-6.00
1924,-0.70
1925,0.30
1926,-0.80
1927,-2.40
1928,-0.30
1929,-0.90
1930,-2.80
1931,-4.30
1932,-2.60
1933,-2.10
1934,0.00
1935,0.70
1936,0.70
1937,3.40
1938,1.60
1939,2.80
1940,16.80
1941,10.80
1942,7.10
1943,3.40
1944,2.70
1945,2.80
1946,3.10
1947,7.00
1948,7.70
1949,2.80
1950,3.92
1951,9.05
1952,10.65
1953,3.63
1954,2.29
1955,5.07
1956,5.16
1957,3.84
1958,2.88
1959,0.60
1960,0.79
1961,3.25
1962,4.20
1963,2.11
1964,3.23
1965,4.26
1966,4.00
1967,2.24
1968,4.00
1969,5.20
1970,6.52
1971,9.41
1972,7.19
1973,9.35
1974,15.73
1975,22.70
1976,15.66
1977,14.94
1978,7.47
1979,11.37
1980,15.15
1981,11.81
1982,8.11
1983,4.93
1984,4.26
1985,4.92
1986,3.33
1987,3.20
1988,3.76
1989,5.24
1990,6.97
1991,7.53
1992,4.26
1993,2.51
1994,1.98
1995,2.66
1996,2.40
1997,1.82
1998,1.56
1999,1.33
2000,0.80
2001,1.23
2002,1.26
2003,1.36
2004,1.34
2005,2.06
2006,2.33
2007,2.32
2008,3.60
2009,2.17
2010,3.30
2011,4.46
2012,2.83
2013,2.56
2014,1.46
2015,0.04
2016,0.66
