date,series,value
2021-08-13,Debit and credit cards,95.03
2021-08-20,Debit and credit cards,93.35
2021-08-27,Debit and credit cards,93.81
2021-09-03,Debit and credit cards,99.59
2021-09-10,Debit and credit cards,93.37
2021-09-17,Debit and credit cards,93.2
2021-09-24,Debit and credit cards,94.2
2021-10-01,Debit and credit cards,102.13
2021-10-08,Debit and credit cards,100.81
2021-10-15,Debit and credit cards,97.05
2021-10-22,Debit and credit cards,96.64
2021-10-29,Debit and credit cards,101.73
2021-11-05,Debit and credit cards,103.79
2021-11-12,Debit and credit cards,101.65
2021-11-19,Debit and credit cards,102.69
2021-11-26,Debit and credit cards,107.48
2021-12-03,Debit and credit cards,121.7
2021-12-10,Debit and credit cards,115.58
2021-12-17,Debit and credit cards,115.67
2021-12-24,Debit and credit cards,130.19
2021-12-31,Debit and credit cards,78.26
2022-01-07,Debit and credit cards,79.67
2022-01-14,Debit and credit cards,85.46
2022-01-21,Debit and credit cards,87.58
2022-01-28,Debit and credit cards,90.94
2022-02-04,Debit and credit cards,96.42
2022-02-11,Debit and credit cards,95.57
2022-02-18,Debit and credit cards,98.01
2022-02-25,Debit and credit cards,93.2
2022-03-04,Debit and credit cards,102.61
2022-03-11,Debit and credit cards,100.07
2022-03-18,Debit and credit cards,98.99
2022-03-25,Debit and credit cards,98.93
2022-04-01,Debit and credit cards,105.75
2022-04-08,Debit and credit cards,105.13
2022-04-15,Debit and credit cards,105.37
2022-04-22,Debit and credit cards,96.81
2022-04-29,Debit and credit cards,103.24
2022-05-06,Debit and credit cards,109.92
2022-05-13,Debit and credit cards,103.26
2022-05-20,Debit and credit cards,100.64
2022-05-27,Debit and credit cards,102.1
2022-06-03,Debit and credit cards,107.88
2022-06-10,Debit and credit cards,100.62
2022-06-17,Debit and credit cards,99.88
2022-06-24,Debit and credit cards,98.8
2022-07-01,Debit and credit cards,103.8
2022-07-08,Debit and credit cards,104.38
2022-07-15,Debit and credit cards,101.51
2022-07-22,Debit and credit cards,100.01
2022-07-29,Debit and credit cards,100.39
2022-08-05,Debit and credit cards,103.78
2022-08-12,Debit and credit cards,96.27
2022-08-19,Debit and credit cards,93.15
2022-08-26,Debit and credit cards,94.24
2022-09-02,Debit and credit cards,101.11
2022-09-09,Debit and credit cards,96.81
2022-09-16,Debit and credit cards,95.12
2022-09-23,Debit and credit cards,94.23
2022-09-30,Debit and credit cards,102.03
2022-10-07,Debit and credit cards,106.58
2022-10-14,Debit and credit cards,101.02
2022-10-21,Debit and credit cards,97.35
2022-10-28,Debit and credit cards,98.57
2022-11-04,Debit and credit cards,104.15
2022-11-11,Debit and credit cards,102.84
2022-11-18,Debit and credit cards,104.9
2022-11-25,Debit and credit cards,109.11
2022-12-02,Debit and credit cards,122.51
2022-12-09,Debit and credit cards,119.19
2022-12-16,Debit and credit cards,122.8
2022-12-23,Debit and credit cards,136.29
2022-12-30,Debit and credit cards,96.08
2023-01-06,Debit and credit cards,89.83
2023-01-13,Debit and credit cards,91.99
2023-01-20,Debit and credit cards,94.77
2023-01-27,Debit and credit cards,96.33
2023-02-03,Debit and credit cards,104.33
2023-02-10,Debit and credit cards,101.09
2023-02-17,Debit and credit cards,100.89
2023-02-24,Debit and credit cards,95.26
2023-03-03,Debit and credit cards,105.07
2020-02-07,Online job adverts,102.1
2020-02-14,Online job adverts,104.5
2020-02-21,Online job adverts,94.7
2020-02-28,Online job adverts,98.6
2020-03-06,Online job adverts,104.7
2020-03-13,Online job adverts,94.5
2020-03-20,Online job adverts,91.8
2020-03-27,Online job adverts,80.2
2020-04-03,Online job adverts,67.8
2020-04-09,Online job adverts,61.7
2020-04-17,Online job adverts,52.2
2020-04-24,Online job adverts,44.5
2020-05-01,Online job adverts,41.1
2020-05-07,Online job adverts,41.3
2020-05-15,Online job adverts,37.9
2020-05-22,Online job adverts,39.3
2020-05-29,Online job adverts,39.9
2020-06-05,Online job adverts,40.5
2020-06-12,Online job adverts,45
2020-06-19,Online job adverts,44.5
2020-06-26,Online job adverts,46.5
2020-07-03,Online job adverts,42.8
2020-07-10,Online job adverts,43.9
2020-07-17,Online job adverts,47.9
2020-07-24,Online job adverts,47.4
2020-07-31,Online job adverts,49.2
2020-08-07,Online job adverts,58.2
2020-08-14,Online job adverts,58.5
2020-08-21,Online job adverts,58.7
2020-08-28,Online job adverts,59.3
2020-09-04,Online job adverts,54
2020-09-11,Online job adverts,57.5
2020-09-18,Online job adverts,59.4
2020-09-25,Online job adverts,64
2020-10-02,Online job adverts,65.9
2020-10-09,Online job adverts,67.6
2020-10-16,Online job adverts,70.6
2020-10-23,Online job adverts,75
2020-10-30,Online job adverts,75.1
2020-11-06,Online job adverts,71.9
2020-11-13,Online job adverts,73.5
2020-11-20,Online job adverts,74.4
2020-11-27,Online job adverts,79.1
2020-12-04,Online job adverts,77.2
2020-12-11,Online job adverts,71.8
2020-12-18,Online job adverts,74.8
2020-12-24,Online job adverts,76.6
2020-12-31,Online job adverts,67.6
2021-01-08,Online job adverts,65.8
2021-01-15,Online job adverts,64.4
2021-01-22,Online job adverts,73.5
2021-01-29,Online job adverts,78.9
2021-02-05,Online job adverts,81.4
2021-02-12,Online job adverts,84.5
2021-02-19,Online job adverts,84.6
2021-02-26,Online job adverts,84.7
2021-03-05,Online job adverts,88.4
2021-03-12,Online job adverts,93.3
2021-03-19,Online job adverts,94.1
2021-03-26,Online job adverts,95.8
2021-04-01,Online job adverts,96.6
2021-04-09,Online job adverts,99.5
2021-04-16,Online job adverts,99.4
2021-04-23,Online job adverts,103.2
2021-04-30,Online job adverts,104.9
2021-05-07,Online job adverts,106.6
2021-05-14,Online job adverts,114.1
2021-05-21,Online job adverts,118.4
2021-05-28,Online job adverts,126.5
2021-06-04,Online job adverts,128.9
2021-06-11,Online job adverts,126.6
2021-06-18,Online job adverts,128.9
2021-06-25,Online job adverts,129.4
2021-07-02,Online job adverts,134.8
2021-07-09,Online job adverts,129.1
2021-07-16,Online job adverts,130.2
2021-07-23,Online job adverts,131.2
2021-07-30,Online job adverts,134.9
2021-08-06,Online job adverts,128.8
2021-08-13,Online job adverts,128.1
2021-08-20,Online job adverts,128.3
2021-08-27,Online job adverts,125
2021-09-03,Online job adverts,127.9
2021-09-10,Online job adverts,128.4
2021-09-17,Online job adverts,132.7
2021-09-24,Online job adverts,135.2
2021-10-01,Online job adverts,139.2
2021-10-08,Online job adverts,139.5
2021-10-15,Online job adverts,142.6
2021-10-22,Online job adverts,133.8
2021-10-29,Online job adverts,141.6
2021-11-05,Online job adverts,147.2
2021-11-12,Online job adverts,144.4
2021-11-19,Online job adverts,143.8
2021-11-26,Online job adverts,146.1
2021-12-03,Online job adverts,141.6
2021-12-10,Online job adverts,137
2021-12-17,Online job adverts,131.3
2021-12-24,Online job adverts,126.1
2021-12-31,Online job adverts,120.9
2022-01-07,Online job adverts,117
2022-01-14,Online job adverts,122.3
2022-01-21,Online job adverts,138.3
2022-01-28,Online job adverts,140.7
2022-02-04,Online job adverts,145
2022-02-11,Online job adverts,146.1
2022-02-18,Online job adverts,146.5
2022-02-25,Online job adverts,144.8
2022-03-04,Online job adverts,145.2
2022-03-11,Online job adverts,145.6
2022-03-18,Online job adverts,136.2
2022-03-25,Online job adverts,134.8
2022-04-01,Online job adverts,136.7
2022-04-08,Online job adverts,138.8
2022-04-15,Online job adverts,143.7
2022-04-22,Online job adverts,133.7
2022-04-29,Online job adverts,135.8
2022-05-06,Online job adverts,136.9
2022-05-13,Online job adverts,133
2022-05-20,Online job adverts,141.7
2022-05-27,Online job adverts,137.5
2022-06-03,Online job adverts,133.2
2022-06-10,Online job adverts,129
2022-06-17,Online job adverts,122.9
2022-06-24,Online job adverts,121.1
2022-07-01,Online job adverts,127.6
2022-07-08,Online job adverts,126.1
2022-07-15,Online job adverts,124.3
2022-07-22,Online job adverts,125.3
2022-07-29,Online job adverts,122.7
2022-08-05,Online job adverts,121.9
2022-08-12,Online job adverts,120.1
2022-08-19,Online job adverts,120.7
2022-08-26,Online job adverts,119.2
2022-09-02,Online job adverts,115.4
2022-09-09,Online job adverts,114.8
2022-09-16,Online job adverts,116.6
2022-09-23,Online job adverts,115
2022-09-30,Online job adverts,115.5
2022-10-07,Online job adverts,120.8
2022-10-14,Online job adverts,121.7
2022-10-21,Online job adverts,119.8
2022-10-28,Online job adverts,118.5
2022-11-04,Online job adverts,118.1
2022-11-11,Online job adverts,120
2022-11-18,Online job adverts,123.2
2022-11-25,Online job adverts,119.7
2022-12-02,Online job adverts,119.8
2022-12-09,Online job adverts,115.8
2022-12-16,Online job adverts,110.3
2022-12-23,Online job adverts,106.8
2022-12-30,Online job adverts,101.3
2023-01-06,Online job adverts,98
2023-01-13,Online job adverts,104.8
2023-01-20,Online job adverts,108.4
2023-01-27,Online job adverts,114.3
2023-02-03,Online job adverts,114.2
2023-02-10,Online job adverts,117.3
2023-02-17,Online job adverts,113.6
2023-02-24,Online job adverts,111
2023-03-03,Online job adverts,115.4
2020-02-07,EPC certificates,99.04
2020-02-14,EPC certificates,100.36
2020-02-21,EPC certificates,98.63
2020-02-28,EPC certificates,101.98
2020-03-06,EPC certificates,108.51
2020-03-13,EPC certificates,113.63
2020-03-20,EPC certificates,121.39
2020-03-27,EPC certificates,113.45
2020-04-03,EPC certificates,98.03
2020-04-09,EPC certificates,74.03
2020-04-17,EPC certificates,49.56
2020-04-24,EPC certificates,30.11
2020-05-01,EPC certificates,25.41
2020-05-07,EPC certificates,23.97
2020-05-15,EPC certificates,27.52
2020-05-22,EPC certificates,36.56
2020-05-29,EPC certificates,40.34
2020-06-05,EPC certificates,52.13
2020-06-12,EPC certificates,61.12
2020-06-19,EPC certificates,70.63
2020-06-26,EPC certificates,82.78
2020-07-03,EPC certificates,85.27
2020-07-10,EPC certificates,92.73
2020-07-17,EPC certificates,93.45
2020-07-24,EPC certificates,95.13
2020-07-31,EPC certificates,100.66
2020-08-07,EPC certificates,100.2
2020-08-14,EPC certificates,100.42
2020-08-21,EPC certificates,100.97
2020-08-28,EPC certificates,null
2020-09-04,EPC certificates,null
2020-09-11,EPC certificates,103.5
2020-09-18,EPC certificates,107
2020-09-25,EPC certificates,113.32
2020-10-02,EPC certificates,119.45
2020-10-09,EPC certificates,117.47
2020-10-16,EPC certificates,118.81
2020-10-23,EPC certificates,120.89
2020-10-30,EPC certificates,120.86
2020-11-06,EPC certificates,123.66
2020-11-13,EPC certificates,123.73
2020-11-20,EPC certificates,124.25
2020-11-27,EPC certificates,132.31
2020-12-04,EPC certificates,144.25
2020-12-11,EPC certificates,144.01
2020-12-18,EPC certificates,136.72
2020-12-24,EPC certificates,null
2020-12-31,EPC certificates,null
2021-01-08,EPC certificates,52.09
2021-01-15,EPC certificates,44.61
2021-01-22,EPC certificates,60.62
2021-01-29,EPC certificates,90.32
2021-02-05,EPC certificates,103.38
2021-02-12,EPC certificates,110.82
2021-02-19,EPC certificates,118.27
2021-02-26,EPC certificates,119.7
2021-03-05,EPC certificates,123.72
2021-03-12,EPC certificates,129.03
2021-03-19,EPC certificates,125.61
2021-03-26,EPC certificates,125.63
2021-04-01,EPC certificates,null
2021-04-09,EPC certificates,null
2021-04-16,EPC certificates,117.49
2021-04-23,EPC certificates,103.37
2021-04-30,EPC certificates,111.02
2021-05-07,EPC certificates,102.2
2021-05-14,EPC certificates,100.68
2021-05-21,EPC certificates,106.09
2021-05-28,EPC certificates,103.23
2021-06-04,EPC certificates,106.97
2021-06-11,EPC certificates,111.26
2021-06-18,EPC certificates,113.28
2021-06-25,EPC certificates,113.94
2021-07-02,EPC certificates,115.76
2021-07-09,EPC certificates,108.85
2021-07-16,EPC certificates,102.93
2021-07-23,EPC certificates,99.13
2021-07-30,EPC certificates,98.25
2021-08-06,EPC certificates,98.83
2021-08-13,EPC certificates,97.42
2021-08-20,EPC certificates,95.95
2021-08-27,EPC certificates,97.91
2021-09-03,EPC certificates,100.18
2021-09-10,EPC certificates,106.61
2021-09-17,EPC certificates,109.93
2021-09-24,EPC certificates,113.46
2021-10-01,EPC certificates,112.19
2021-10-08,EPC certificates,106.42
2021-10-15,EPC certificates,104.74
2021-10-22,EPC certificates,104.17
2021-10-29,EPC certificates,103.86
2021-11-05,EPC certificates,105.39
2021-11-12,EPC certificates,107.56
2021-11-19,EPC certificates,107.2
2021-11-26,EPC certificates,112.93
2021-12-03,EPC certificates,124.7
2021-12-10,EPC certificates,128.41
2021-12-17,EPC certificates,131.43
2021-12-24,EPC certificates,null
2021-12-31,EPC certificates,null
2022-01-07,EPC certificates,null
2022-01-14,EPC certificates,65.05
2022-01-21,EPC certificates,72.99
2022-01-28,EPC certificates,77.7
2022-02-04,EPC certificates,87.44
2022-02-11,EPC certificates,94.04
2022-02-18,EPC certificates,97.56
2022-02-25,EPC certificates,104.1
2022-03-04,EPC certificates,107.83
2022-03-11,EPC certificates,113.3
2022-03-18,EPC certificates,119.23
2022-03-25,EPC certificates,119.86
2022-04-01,EPC certificates,123.56
2022-04-08,EPC certificates,117.75
2022-04-15,EPC certificates,null
2022-04-22,EPC certificates,null
2022-04-29,EPC certificates,104.79
2022-05-06,EPC certificates,102.81
2022-05-13,EPC certificates,106.11
2022-05-20,EPC certificates,109.82
2022-05-27,EPC certificates,109.82
2022-06-03,EPC certificates,107.13
2022-06-10,EPC certificates,111.79
2022-06-17,EPC certificates,120.9
2022-06-24,EPC certificates,124.35
2022-07-01,EPC certificates,128.68
2022-07-08,EPC certificates,122.68
2022-07-15,EPC certificates,115.02
2022-07-22,EPC certificates,109.44
2022-07-29,EPC certificates,107.5
2022-08-05,EPC certificates,104.63
2022-08-12,EPC certificates,102.56
2022-08-19,EPC certificates,99.27
2022-08-26,EPC certificates,98.08
2022-09-02,EPC certificates,92.44
2022-09-09,EPC certificates,97.16
2022-09-16,EPC certificates,108.07
2022-09-23,EPC certificates,108.57
2022-09-30,EPC certificates,115.62
2022-10-07,EPC certificates,109.88
2022-10-14,EPC certificates,104.63
2022-10-21,EPC certificates,108.6
2022-10-28,EPC certificates,108.78
2022-11-04,EPC certificates,114.94
2022-11-11,EPC certificates,114.72
2022-11-18,EPC certificates,121.55
2022-11-25,EPC certificates,126.05
2022-12-02,EPC certificates,131.8
2022-12-09,EPC certificates,111.26
2022-12-16,EPC certificates,77.95
2022-12-23,EPC certificates,71.16
2022-12-30,EPC certificates,71.02
2023-01-06,EPC certificates,97.96
2023-01-13,EPC certificates,134.47
2023-01-20,EPC certificates,134.47
2023-01-27,EPC certificates,97.96
2023-02-03,EPC certificates,71.02
2023-02-10,EPC certificates,54.34
2023-02-17,EPC certificates,49.28
2023-02-24,EPC certificates,71.36
2023-03-03,EPC certificates,85.76
